Country,ISO3,Continent,Year,Cases per 100k,Deaths per 100k,Cases,Deaths,Population,Median Age,Age Group
Uruguay,URY,South America,2020,550.4,5.21,19119,181,3473727.0,36.2,35-44
Uruguay,URY,South America,2021,11349.9,172.41,394264,5989,3473727.0,36.4,35-44
Uruguay,URY,South America,2022,17232.4,40.07,598605,1392,3473727.0,36.6,35-44
Uruguay,URY,South America,2023,642.4,1.58,22315,55,3473727.0,36.9,35-44
Uzbekistan,UZB,Asia,2020,230.2,1.83,77060,614,33469199.0,27.7,25-34
Uzbekistan,UZB,Asia,2021,364.0,2.6,121843,871,33469199.0,27.8,25-34
Uzbekistan,UZB,Asia,2022,150.3,0.45,50314,152,33469199.0,27.9,25-34
Uzbekistan,UZB,Asia,2023,6.1,0.0,2030,0,33469199.0,27.9,25-34
Vanuatu,VUT,Oceania,2020,0.3,0.0,1,0,292680.0,21.1,Under 25
Vanuatu,VUT,Oceania,2021,2.1,0.34,6,1,292680.0,21.1,Under 25
Vanuatu,VUT,Oceania,2022,4102.1,4.44,12006,13,292680.0,21.1,Under 25
Vanuatu,VUT,Oceania,2023,0.3,0.0,1,0,292680.0,21.2,Under 25
Venezuela,VEN,South America,2020,399.3,3.62,113558,1028,28435943.0,29.4,25-34
Venezuela,VEN,South America,2021,1164.3,15.12,331077,4300,28435943.0,29.7,25-34
Venezuela,VEN,South America,2022,372.4,1.77,105887,504,28435943.0,29.9,25-34
Venezuela,VEN,South America,2023,5.8,0.08,1640,22,28435943.0,30.1,25-34
Vietnam,VNM,Asia,2020,1.5,0.04,1465,35,97338583.0,32.3,25-34
Vietnam,VNM,Asia,2021,1777.1,33.24,1729792,32359,97338583.0,32.7,25-34
Vietnam,VNM,Asia,2022,10061.8,11.09,9793974,10792,97338583.0,33.2,25-34
Vietnam,VNM,Asia,2023,1.8,0.0,1763,0,97338583.0,33.7,25-34
West Bank and Gaza,PSE,Asia,2020,2705.2,27.44,138004,1400,5101416.0,20.4,Under 25
West Bank and Gaza,PSE,Asia,2021,6503.0,68.98,331744,3519,5101416.0,20.5,Under 25
West Bank and Gaza,PSE,Asia,2022,4576.8,15.47,233480,789,5101416.0,20.7,Under 25
West Bank and Gaza,PSE,Asia,2023,0.0,0.0,0,0,5101416.0,20.8,Under 25
Yemen,YEM,Asia,2020,7.0,2.05,2099,610,29825968.0,19.1,Under 25
Yemen,YEM,Asia,2021,26.9,4.61,8027,1374,29825968.0,19.1,Under 25
Yemen,YEM,Asia,2022,6.1,0.59,1819,175,29825968.0,19.2,Under 25
Yemen,YEM,Asia,2023,0.0,0.0,0,0,29825968.0,19.2,Under 25
Zambia,ZMB,Africa,2020,112.7,2.11,20725,388,18383956.0,18.0,Under 25
Zambia,ZMB,Africa,2021,1270.4,18.2,233549,3346,18383956.0,18.2,Under 25
Zambia,ZMB,Africa,2022,436.0,1.58,80151,290,18383956.0,18.4,Under 25
Zambia,ZMB,Africa,2023,47.4,0.18,8710,33,18383956.0,18.6,Under 25
Zimbabwe,ZWE,Africa,2020,93.3,2.44,13867,363,14862927.0,18.5,Under 25
Zimbabwe,ZWE,Africa,2021,1341.5,31.23,199391,4641,14862927.0,18.6,Under 25
Zimbabwe,ZWE,Africa,2022,314.4,4.26,46723,633,14862927.0,18.7,Under 25
Zimbabwe,ZWE,Africa,2023,28.9,0.23,4295,34,14862927.0,18.9,Under 25
